"_type","budget_dinner","budget_lunch","genre","name","reviewCount","score","score_dinner","score_lunch"
"dict","￥3,000～￥3,999","null","和食（その他）、居酒屋、しゃぶしゃぶ","
                霧乃個室 清郎 品川
              ","20","3.06","3.06","-"
"dict","￥5,000～￥5,999"," ～￥999","居酒屋、魚介料理・海鮮料理、鍋（その他）","
                ときしらず 品川店
              ","13","3.06","3.06","3.05"
"dict","￥10,000～￥14,999","￥8,000～￥9,999","寿司、懐石・会席料理、すき焼き","
                個室割烹 寿司北大路 品川店
              ","19","3.18","3.18","-"
"dict","￥5,000～￥5,999","￥1,000～￥1,999","ダイニングバー、カリフォルニア料理、ハンバーガー","
                ウルフギャング・パック　 PIZZA BAR アレア品川店
              ","38","3.15","3.11","3.09"
"dict","￥3,000～￥3,999","null","居酒屋、もつ鍋、郷土料理（その他）","
                九州黒太鼓 品川
              ","7","3.06","3.06","3.00"
"dict","￥4,000～￥4,999","null","居酒屋、鳥料理、もつ鍋","
                隠れ家個室居酒屋 鶏の久兵衛 品川本店
              ","39","3.43","3.43","-"
"dict","￥4,000～￥4,999","￥1,000～￥1,999","居酒屋、魚介料理・海鮮料理、そば","
                土風炉 夢町小路 品川店
              ","61","3.01","3.01","3.01"
"dict","￥5,000～￥5,999","￥1,000～￥1,999","居酒屋、魚介料理・海鮮料理、創作料理","
                美食 米門 品川店
              ","113","3.52","3.51","3.25"
"dict","￥2,000～￥2,999"," ～￥999","居酒屋、魚介料理・海鮮料理、餃子","
                居酒屋 三平
              ","29","3.02","3.03","3.01"
"dict","￥3,000～￥3,999","￥3,000～￥3,999","居酒屋、中国鍋・火鍋、鍋（その他）","
                品川ろくよん
              ","19","3.04","3.05","-"
"dict","￥2,000～￥2,999"," ～￥999","タイ料理、ベトナム料理、タイカレー","
                タイキッチン アロイ 天王洲アイル
              ","20","3.02","3.00","3.06"
"dict","￥3,000～￥3,999","null","居酒屋、ダイニングバー、鳥料理","
                地鶏個室居酒屋 吉竹 品川店
              ","15","3.26","3.26","-"
"dict","￥3,000～￥3,999"," ～￥999","居酒屋、日本酒バー、魚介料理・海鮮料理","
                升亀 品川店
              ","47","3.20","3.23","3.01"
"dict","￥5,000～￥5,999","￥1,000～￥1,999","居酒屋、魚介料理・海鮮料理、しゃぶしゃぶ","
                六献 品川店
              ","19","3.37","3.37","-"
"dict","￥4,000～￥4,999","￥3,000～￥3,999","居酒屋、しゃぶしゃぶ、焼肉","
                京都木村屋本店 港南一丁目
              ","8","3.02","3.00","3.03"
"dict","￥3,000～￥3,999","null","居酒屋、もつ鍋、餃子","
                九州 熱中屋 品川 LIVE
              ","28","3.07","3.07","3.06"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","インド料理、インドカレー、東南アジア料理（その他）","
                デヴィ コーナー
              ","298","3.55","3.52","3.55"
"dict","￥3,000～￥3,999"," ～￥999","居酒屋、もつ鍋、餃子","
                九州 熱中屋 品川グランパサージュ LIVE
              ","13","3.03","3.04","3.00"
"dict","￥5,000～￥5,999","￥1,000～￥1,999","ステーキ、ダイニングバー、洋食","
                CASUAL STEAK HOUSE RIB
              ","17","3.09","3.09","3.07"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","ダイニングバー、イタリアン、洋食","
                PIZZA ＆TAPAS cibo
              ","15","3.05","3.06","3.00"
"dict","￥3,000～￥3,999","￥2,000～￥2,999","イタリアン、バル・バール、ダイニングバー","
                Lepre
              ","11","3.03","3.03","3.01"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","イタリアン、バル・バール、居酒屋","
                LICOT
              ","8","3.08","3.06","3.12"
"dict","￥5,000～￥5,999","￥1,000～￥1,999","割烹・小料理、居酒屋、焼酎バー","
                the ZEN
              ","73","3.06","3.01","3.26"
"dict","￥3,000～￥3,999","null","居酒屋、手羽先、鍋（その他）","
                秘伝手羽先唐揚げと本格焼き鳥専門店 鳥心 品川店
              ","45","3.06","3.07","-"
"dict","￥5,000～￥5,999","￥1,000～￥1,999","居酒屋、魚介料理・海鮮料理、懐石・会席料理","
                魚魯魚魯 品川インターシティ店
              ","31","3.23","3.30","3.01"
"dict","￥3,000～￥3,999","null","居酒屋、もつ鍋、しゃぶしゃぶ","
                芋蔵 品川店
              ","30","3.05","3.05","-"
"dict","￥3,000～￥3,999"," ～￥999","居酒屋、魚介料理・海鮮料理、鍋（その他）","
                隠れ家個室居酒屋 和人 品川店
              ","8","3.04","3.00","3.06"
"dict","￥10,000～￥14,999","￥2,000～￥2,999","懐石・会席料理、和食（その他）、釜飯","
                隠れ房 品川 四阿
              ","8","3.47","3.47","3.03"
"dict","￥4,000～￥4,999"," ～￥999","居酒屋、魚介料理・海鮮料理、日本酒バー","
                日本酒バル 蔵よし 品川店
              ","21","3.40","3.36","3.12"
"dict","￥5,000～￥5,999"," ～￥999","焼肉、ホルモン、鉄板焼き","
                炭火焼肉 有田牛 泉岳寺駅前店
              ","5","3.43","3.43","3.00"
"dict","￥3,000～￥3,999"," ～￥999","居酒屋、魚介料理・海鮮料理、寿司","
                居さかな屋 みよし
              ","31","3.18","3.19","3.09"
"dict","￥6,000～￥7,999","￥1,000～￥1,999","ダイニングバー、その他肉料理、懐石・会席料理","
                美食米門  品川港南 Ｗｉｎｅ＆Ｇｒｉｌｌ
              ","34","3.16","3.16","3.07"
"dict","￥4,000～￥4,999"," ～￥999","居酒屋、郷土料理（その他）、和食（その他）","
                龍馬街道 品川
              ","48","3.09","3.09","3.00"
"dict","￥3,000～￥3,999","￥3,000～￥3,999","居酒屋、和食（その他）、鳥料理","
                地鶏と個室居酒屋 辻留
              ","8","3.08","3.08","-"
"dict","￥4,000～￥4,999","null","オイスターバー、居酒屋、魚介料理・海鮮料理","
                品川牡蠣入レ時
              ","47","3.54","3.54","-"
"dict","￥3,000～￥3,999"," ～￥999","居酒屋、魚介料理・海鮮料理、寿司","
                鰓呼吸 品川
              ","14","3.03","3.04","3.00"
"dict","￥5,000～￥5,999","￥1,000～￥1,999","焼肉","
                USHIHACHI 品川港南口店
              ","46","3.30","3.18","3.26"
"dict","￥3,000～￥3,999"," ～￥999","居酒屋、しゃぶしゃぶ、もつ鍋","
                九州桜 品川店
              ","16","3.00","3.00","3.03"
"dict","￥4,000～￥4,999"," ～￥999","ダイニングバー、四川料理","
                新荘園 ブライトタワー大崎店
              ","12","3.05","3.05","3.00"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","ネパール料理、鍋（その他）、カレー（その他）","
                レッサムフィリリ 高輪店(本店)
              ","48","3.36","3.33","3.24"
"dict","￥3,000～￥3,999"," ～￥999","居酒屋、焼鳥、鍋（その他）","
                そじ坊 品川インターシティ店
              ","17","3.02","3.01","3.02"
"dict","￥4,000～￥4,999","￥1,000～￥1,999","牛タン、もつ鍋、居酒屋","
                牛タン 圭助 品川港南口
              ","73","3.08","3.00","3.10"
"dict","￥3,000～￥3,999","null","居酒屋、焼鳥、もつ鍋","
                腹黒屋 品川
              ","46","3.44","3.44","-"
"dict","￥3,000～￥3,999"," ～￥999","ビストロ、イタリアン、ワインバー","
                ワインビストロ cham
              ","22","3.18","3.12","3.14"
"dict","￥2,000～￥2,999"," ～￥999","カレーライス、ネパール料理、インドカレー","
                マナカマナ インドネパール料理&バー
              ","1","3.05","-","3.05"
"dict","￥4,000～￥4,999","￥1,000～￥1,999","イタリアン、ダイニングバー、オイスターバー","
                Oyster Bar ジャックポット 品川
              ","115","3.32","3.26","3.14"
"dict","￥5,000～￥5,999","null","ステーキ、ダイニングバー、ビアバー","
                THE DAD BOD 品川店
              ","30","3.51","3.51","3.07"
"dict","￥3,000～￥3,999"," ～￥999","中華料理、刀削麺、担々麺","
                栄華楼 グランドセントラルタワー店
              ","68","3.46","3.48","3.12"
"dict","￥4,000～￥4,999","￥1,000～￥1,999","居酒屋、イタリアン、居酒屋・ダイニングバー（その他）","
                留萌マルシェ 品川イーストワンタワー店
              ","20","3.48","3.41","3.18"
"dict","￥5,000～￥5,999","￥1,000～￥1,999","バイキング、イタリアン、ダイニングバー","
                ガーデンレストラン オールデイ ダイニング
              ","83","3.32","3.25","3.19"
"dict","￥1,000～￥1,999"," ～￥999","イタリアン、洋食・欧風料理（その他）、ダイニングバー","
                テオ
              ","6","3.02","-","3.03"
"dict","￥3,000～￥3,999"," ～￥999","居酒屋、洋食、中華料理","
                DAY・NITE 三田店
              ","9","3.02","3.01","3.03"
"dict","￥4,000～￥4,999","￥1,000～￥1,999","イタリアン、ピザ、バル・バール","
                ドンコナコネリー 品川
              ","5","3.05","3.05","-"
"dict","￥4,000～￥4,999"," ～￥999","居酒屋、鍋（その他）、魚介料理・海鮮料理","
                魚と酒 はなたれ 品川店
              ","43","3.09","3.09","3.08"
"dict","￥4,000～￥4,999","null","居酒屋、魚介料理・海鮮料理、和食（その他）","
                跳魚 別館
              ","22","3.37","3.37","-"
"dict","￥4,000～￥4,999","null","イタリアン、バル・バール、ダイニングバー","
                アントニオ デル ポライオーロ
              ","53","3.57","3.57","-"
"dict","￥2,000～￥2,999"," ～￥999","居酒屋","
                大衆酒場 瀬戸内食堂
              ","3","3.03","-","3.04"
"dict","￥4,000～￥4,999"," ～￥999","中国鍋・火鍋、中華料理、しゃぶしゃぶ","
                小肥羊 品川店
              ","39","3.37","3.32","3.13"
"dict","￥3,000～￥3,999"," ～￥999","居酒屋、魚介料理・海鮮料理、天ぷら","
                地酒とそば・京風おでん 三間堂 品川店
              ","13","3.01","3.02","3.01"
"dict","￥3,000～￥3,999","null","居酒屋、もつ料理、馬肉料理","
                芋蔵 品川べつどころ
              ","23","3.23","3.23","-"
"dict","￥2,000～￥2,999"," ～￥999","居酒屋、和食（その他）、串揚げ・串かつ","
                かっぽうぎ 品川シーズンテラス店
              ","8","3.04","3.03","3.05"
"dict","￥2,000～￥2,999"," ～￥999","インド料理、インドカレー、東南アジア料理（その他）","
                デヴィ インディア 品川駅前店
              ","67","3.20","3.22","3.01"
"dict","￥2,000～￥2,999"," ～￥999","居酒屋、和食（その他）、串揚げ・串かつ","
                かっぽうぎ アレア品川店
              ","17","3.06","3.07","3.06"
"dict","￥3,000～￥3,999"," ～￥999","居酒屋、魚介料理・海鮮料理、しゃぶしゃぶ","
                北の味紀行と地酒 北海道 品川インターシティ店
              ","36","3.00","3.01","3.01"
"dict","￥3,000～￥3,999"," ～￥999","韓国料理、居酒屋、焼肉","
                ソウル苑
              ","4","3.05","-","3.06"
"dict","￥3,000～￥3,999"," ～￥999","居酒屋、餃子、もつ鍋","
                九州 熱中屋 品川シーズンテラス LIVE
              ","13","3.00","3.01","3.00"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","寿司、魚介料理・海鮮料理、和食（その他）","
                築地すし好 品川グランパサージュ店
              ","20","3.00","3.01","3.01"
"dict","￥4,000～￥4,999"," ～￥999","居酒屋、鳥料理、和食（その他）","
                IPPO 品川店
              ","4","3.05","3.00","3.06"
"dict","￥4,000～￥4,999"," ～￥999","居酒屋、焼鳥、鍋（その他）","
                二尺五寸 品川グランパサージュ店
              ","11","3.05","3.04","3.05"
"dict","￥3,000～￥3,999"," ～￥999","ビストロ、ダイニングバー、シーフード","
                フレンチーナ 品川店
              ","53","3.19","3.10","3.22"
"dict","￥3,000～￥3,999"," ～￥999","バル・バール、ビアバー、ダイニングバー","
                GLASS DANCE 品川港南
              ","6","3.06","3.06","3.04"
"dict","￥2,000～￥2,999"," ～￥999","韓国料理、居酒屋、韓国鍋","
                わかなし 品川店
              ","8","3.05","3.05","3.04"
"dict","￥5,000～￥5,999","￥1,000～￥1,999","魚介料理・海鮮料理、寿司、居酒屋","
                寿司の磯松
              ","63","3.51","3.46","3.37"
"dict","￥3,000～￥3,999"," ～￥999","居酒屋、魚介料理・海鮮料理、日本酒バー","
                板前バル 品川シーズンテラス店
              ","18","3.12","3.10","3.08"
"dict","￥3,000～￥3,999"," ～￥999","ビアホール・ビアレストラン、ステーキ、ビアガーデン","
                銀座ライオン 品川インターシティ店
              ","10","3.04","3.04","3.00"
"dict","￥1,000～￥1,999","null","焼肉、ホルモン","
                焼肉かすが
              ","8","3.00","3.00","-"
"dict","￥3,000～￥3,999"," ～￥999","バル・バール、居酒屋、イタリアン","
                トドス
              ","65","3.49","3.50","3.01"
"dict","￥4,000～￥4,999","null","居酒屋、魚介料理・海鮮料理、寿司","
                肴や 呉平
              ","49","3.33","3.15","3.46"
"dict","￥10,000～￥14,999","￥4,000～￥4,999","懐石・会席料理","
                大志満 高輪店
              ","36","3.54","3.53","3.52"
"dict","￥4,000～￥4,999"," ～￥999","居酒屋、もつ鍋、豚しゃぶ","
                芋蔵 品川庭園
              ","29","3.07","3.07","3.08"
"dict","￥3,000～￥3,999","null","居酒屋、ダイニングバー、バル・バール","
                個室＆和風バル 禅や
              ","3","3.06","3.06","-"
"dict","￥5,000～￥5,999","￥1,000～￥1,999","イタリアン、ワインバー、パスタ","
                イル ファルコ
              ","6","3.04","3.04","3.04"
"dict","￥3,000～￥3,999"," ～￥999","ダイニングバー、ピザ、イタリアン","
                GOOD MORNING CAFE 品川シーズンテラス
              ","47","3.52","3.30","3.53"
"dict","￥5,000～￥5,999"," ～￥999","焼肉、ホルモン、韓国料理","
                山水苑 港南口店
              ","37","3.48","3.17","3.52"
"dict","￥8,000～￥9,999","￥1,000～￥1,999","焼肉、居酒屋、韓国料理","
                梨の家 品川インターシティ店
              ","36","3.09","3.12","3.01"
"dict","￥4,000～￥4,999","null","居酒屋、郷土料理（その他）、鍋（その他）","
                わらやき屋 品川
              ","104","3.55","3.54","3.46"
"dict","￥5,000～￥5,999","￥2,000～￥2,999","イタリアン、パスタ、ケーキ","
                Trattoria dello Zio
              ","6","3.05","3.04","3.06"
"dict","￥3,000～￥3,999"," ～￥999","ビストロ、バル・バール、居酒屋","
                原価ビストロBAN！ 品川港南口
              ","17","3.07","3.07","3.06"
"dict","null"," ～￥999","焼鳥、釜飯、居酒屋","
                居酒屋　藩 品川東口店
              ","14","3.01","3.03","3.00"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","ダイニングバー、居酒屋、イタリアン","
                ビストロバル enishi 品川駅前店
              ","4","3.00","3.00","-"
"dict","￥5,000～￥5,999","￥1,000～￥1,999","スペイン料理、バル・バール、ビストロ","
                モン テルセーロ
              ","74","3.41","3.36","3.15"
"dict","￥4,000～￥4,999"," ～￥999","寿司、海鮮丼、ふぐ","
                築地 すし好 品川インターシティ店
              ","36","3.10","3.09","3.09"
"dict","￥4,000～￥4,999"," ～￥999","居酒屋、しゃぶしゃぶ、魚介料理・海鮮料理","
                自然食×個室居酒屋 喜楽 品川
              ","8","3.00","3.00","-"
"dict","￥3,000～￥3,999"," ～￥999","居酒屋、魚介料理・海鮮料理、焼鳥","
                土間 品川イーストワンタワー店
              ","19","3.01","3.01","3.02"
"dict","￥4,000～￥4,999","￥3,000～￥3,999","居酒屋、魚介料理・海鮮料理、もつ鍋","
                桜－はなれ－ 品川港南口店
              ","2","-","-","-"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","居酒屋、焼肉、もつ鍋","
                きむら屋 品川港南口
              ","21","3.10","3.08","3.12"
"dict","￥6,000～￥7,999","￥2,000～￥2,999","ダイニングバー、イタリアン、フレンチ","
                レストランチェリーウィズスカイバー
              ","47","3.52","3.52","3.07"
"dict","￥4,000～￥4,999","￥1,000～￥1,999","イタリアン、ピザ、ワインバー","
                オービカ モッツァレラバー 高輪店
              ","27","3.05","3.02","3.06"
"dict","￥3,000～￥3,999","null","居酒屋、焼鳥、鍋（その他）","
                楽蔵うたげ 品川港南口店
              ","6","3.08","3.08","-"
"dict","￥5,000～￥5,999","￥1,000～￥1,999","ダイニングバー、バル・バール、イタリアン","
                トライベッカ SINAGAWA
              ","115","3.28","3.12","3.42"
"dict","￥4,000～￥4,999","￥1,000～￥1,999","スペイン料理、イタリアン、居酒屋","
                リリオ
              ","34","3.34","3.31","3.22"
"dict","￥6,000～￥7,999","￥3,000～￥3,999","ステーキ","
                バルバッコア 高輪店
              ","42","3.00","3.00","3.21"
"dict","￥5,000～￥5,999","￥1,000～￥1,999","東南アジア料理（その他）、シーフード、カレー（その他）","
                シンガポール シーフードリパブリック 品川
              ","556","3.58","3.58","3.58"
"dict","￥3,000～￥3,999"," ～￥999","鍋（その他）、韓国料理、焼肉","
                韓韓市場 品川グランパサージュ店
              ","20","3.03","3.01","3.04"
"dict","￥4,000～￥4,999"," ～￥999","中華料理、餃子、担々麺","
                一味玲玲 品川店
              ","78","3.34","3.30","3.23"
"dict","￥3,000～￥3,999","null","居酒屋、魚介料理・海鮮料理、鍋（その他）","
                鮮や一夜 品川駅前店
              ","4","3.06","3.06","-"
"dict","￥6,000～￥7,999","null","焼鳥、鳥料理、創作料理","
                泉岳寺前 瀧口
              ","73","3.68","3.69","3.46"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","居酒屋、魚介料理・海鮮料理、海鮮丼","
                山陰海鮮 炉端かば 品川店
              ","40","3.09","3.10","3.00"
"dict","￥4,000～￥4,999","￥1,000～￥1,999","野菜料理、ステーキ、イタリアン","
                AW55 アトレ品川店
              ","51","3.46","3.40","3.19"
"dict","￥4,000～￥4,999","￥1,000～￥1,999","ステーキ、ワインバー、ビアバー","
                BUTCHER NYC CRAFT BEER & WINE / BBQ & GRILL 品川シーズンテラス
              ","27","3.09","3.00","3.15"
"dict","￥3,000～￥3,999","null","居酒屋、魚介料理・海鮮料理、鍋（その他）","
                湊一や 品川港南口店
              ","2","3.00","3.00","-"
"dict","￥4,000～￥4,999","￥1,000～￥1,999","バル・バール、イタリアン、ビストロ","
                nikukitchin BOICHI アレア品川店
              ","25","3.06","3.05","3.06"
"dict","￥3,000～￥3,999","￥3,000～￥3,999","居酒屋、洋食、スイーツ（その他）","
                ウメ子の家 品川駅前店
              ","22","3.04","3.04","-"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","イタリアン、パスタ、ピザ","
                トラットリア・イタリア 品川店
              ","83","3.52","3.52","3.08"
"dict","￥10,000～￥14,999","￥5,000～￥5,999","屋形船・クルージング、天ぷら、割烹・小料理","
                船清
              ","47","3.51","3.51","3.03"
"dict","￥2,000～￥2,999"," ～￥999","串焼き、居酒屋、焼鳥","
                喰処飲処　蛍火 品川インターシティ店
              ","9","3.01","3.00","3.01"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","ステーキ、アメリカ料理、バー","
                アウトバック ステーキハウス 品川港南店
              ","75","3.07","3.05","3.08"
"dict","￥3,000～￥3,999","null","魚介料理・海鮮料理、居酒屋、日本酒バー","
                四十八漁場 品川店
              ","27","3.21","3.21","-"
"dict","￥15,000～￥19,999","￥5,000～￥5,999","中華料理","
                チャイナシャドー
              ","125","3.59","3.54","3.60"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","カフェ、バー、タイ料理","
                マンゴツリーカフェ+バー ウィング高輪WEST
              ","118","3.11","3.08","3.09"
"dict","￥10,000～￥14,999","￥4,000～￥4,999","フレンチ、創作料理、バー","
                ザ・ダイニング ルーム
              ","187","3.58","3.58","3.58"
"dict","￥3,000～￥3,999","null","居酒屋、鳥料理、ジンギスカン","
                北海道シントク町 塚田農場 品川港南口店
              ","15","3.05","3.05","-"
"dict","￥3,000～￥3,999"," ～￥999","魚介料理・海鮮料理、居酒屋、定食・食堂","
                大衆浜焼　清水清太郎
              ","41","3.23","3.09","3.31"
"dict","￥5,000～￥5,999","￥1,000～￥1,999","中国鍋・火鍋、薬膳、ダイニングバー","
                10ZEN 品川店
              ","241","3.55","3.52","3.53"
"dict","￥3,000～￥3,999"," ～￥999","うどん、そば、居酒屋","
                MARU-SU Dining
              ","12","3.05","3.00","3.05"
"dict","￥2,000～￥2,999","null","居酒屋、串焼き、魚介料理・海鮮料理","
                ぶっちぎり酒場 品川店
              ","23","3.03","3.04","-"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","イタリアン、パスタ、ピザ","
                24
              ","48","3.36","3.20","3.19"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","アメリカ料理、ステーキ、バル・バール","
                T.G.I. FRIDAYS 品川店
              ","168","3.08","3.09","3.07"
"dict","￥4,000～￥4,999","￥1,000～￥1,999","ダイニングバー、牛料理、ハンバーグ","
                キッチンカネカ
              ","13","3.20","3.06","3.37"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","ラウンジ、ケーキ、パン","
                マウナケア
              ","50","3.06","3.04","3.06"
"dict","￥3,000～￥3,999","null","居酒屋、魚介料理・海鮮料理、すっぽん","
                夢や 品川店
              ","31","3.51","3.51","-"
"dict","￥1,000～￥1,999"," ～￥999","ダイニングバー、ビアバー、居酒屋","
                82 品川店
              ","31","3.07","3.07","3.07"
"dict","￥8,000～￥9,999","￥3,000～￥3,999","フレンチ","
                レストラン フェメゾン
              ","17","3.55","3.51","3.54"
"dict","￥5,000～￥5,999","￥1,000～￥1,999","焼肉、韓国料理、居酒屋","
                いぶりや
              ","64","3.59","3.55","3.61"
"dict","￥6,000～￥7,999","￥3,000～￥3,999","バイキング、イタリアン、魚介料理・海鮮料理","
                リュクス ダイニング ハプナ
              ","404","3.58","3.56","3.58"
"dict","￥3,000～￥3,999"," ～￥999","韓国料理、焼肉、居酒屋","
                吾照里 Wing高輪店
              ","23","3.08","3.08","3.06"
"dict","￥4,000～￥4,999","￥1,000～￥1,999","イタリアン、ピザ、パスタ","
                パッパーレナポリ 品川店
              ","86","3.36","3.29","3.22"
"dict","￥8,000～￥9,999","￥2,000～￥2,999","中華料理、飲茶・点心、担々麺","
                東天紅 高輪店
              ","13","3.09","3.09","3.04"
"dict","￥3,000～￥3,999","null","居酒屋、鳥料理、もつ鍋","
                宮崎県日南市 塚田農場 品川高輪口店
              ","38","3.08","3.09","3.03"
"dict","null"," ～￥999","中華料理、居酒屋、餃子","
                金門閣
              ","12","3.07","3.07","3.07"
"dict","￥3,000～￥3,999","null","居酒屋、鳥料理、もつ鍋","
                鹿児島県霧島市 塚田農場 品川高輪店
              ","11","3.07","3.07","-"
"dict","￥4,000～￥4,999","￥1,000～￥1,999","焼肉、韓国料理","
                ぴゅあ 品川フロントビル店
              ","37","3.45","3.36","3.28"
"dict","￥1,000～￥1,999"," ～￥999","ラーメン、居酒屋、ちゃんぽん","
                ちゃんぽん由丸 品川港南店
              ","46","3.24","3.06","3.25"
"dict"," ～￥999"," ～￥999","ラーメン、つけ麺","
                野郎ラーメン 品達品川本店
              ","29","3.08","3.08","3.07"
"dict","￥2,000～￥2,999"," ～￥999","居酒屋、焼鳥、定食・食堂","
                鍛冶屋 文蔵 品川グランパサージュ店
              ","14","3.00","3.00","3.00"
"dict","￥3,000～￥3,999","null","バル・バール、イタリアン、居酒屋","
                肉 ワイン 鉄板バル Gappo
              ","23","3.00","3.00","-"
"dict","￥4,000～￥4,999","￥1,000～￥1,999","バル・バール、豚料理、アメリカ料理","
                リブラボ キッチン SHINAGAWA
              ","37","3.39","3.26","3.36"
"dict","￥4,000～￥4,999","null","串揚げ・串かつ、とんかつ","
                桑名
              ","11","3.05","3.05","3.01"
"dict","￥5,000～￥5,999","null","バー","
                留居
              ","null","-","-","-"
"dict"," ～￥999"," ～￥999","ケーキ、洋菓子（その他）","
                パティスリーQBG エキュート品川店
              ","115","3.46","3.11","3.40"
"dict"," ～￥999","null","その他","
                ファミリーマート 品川グランパサージュ店
              ","1","3.00","3.00","-"
"dict","null","null","バー","
                シュールズ クラブ
              ","null","-","-","-"
"dict","null","null","居酒屋、郷土料理（その他）","
                くつろぎの個室和食 桜 はなれ 品川港南口駅前店
              ","4","-","-","-"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","アメリカ料理、ケーキ","
                アンナミラーズ ウィング高輪店
              ","219","3.50","3.09","3.53"
"dict"," ～￥999","￥1,000～￥1,999","弁当、デリカテッセン、イタリアン","
                イーション エキュート品川サウス店
              ","43","3.15","3.10","3.08"
"dict","￥1,000～￥1,999"," ～￥999","立ち飲み居酒屋・バー、カレーライス","
                たちのみ処 かすが
              ","28","3.14","3.05","3.28"
"dict","null"," ～￥999","居酒屋、定食・食堂、焼鳥","
                鳥一 居酒屋店
              ","28","3.00","3.00","3.01"
"dict"," ～￥999"," ～￥999","カフェ","
                スターバックスコーヒー JR東海 品川駅店
              ","7","3.00","-","3.00"
"dict","￥3,000～￥3,999","null","バー","
                バー アウトリガー
              ","2","3.00","3.00","-"
